date,iso_code,continent,location,S0,V0,I0,D0,beta,beta_v,gamma,theta,alpha,alpha0,pi,death_avg,recovery_case,new_full_vaccinated,new_boost_req,daily_case_non_vaccinated,daily_case_vaccinated,current_pol_N,daily_R0,avg_R0
2020-07-27,OWID_WRL,,World,7745401207,11121764,3845229,693731,0.06540712263401648,0.021802372481009864,0.0015874217114247291,0.051527230237782974,2.5417650566096116e-09,0.00023242714005233673,365050,6046.0,195604.0,0.0,0.0,246921.86540222168,116.13459777832031,7761061932,1.2229754762761775,1.276060664934303
2020-07-28,OWID_WRL,,World,7745346360,11317309,3892109,699835,0.06676569444010813,0.022255231761324788,0.0016320200693248827,0.05154223584180197,2.5417650566096116e-09,0.00022505348275700968,365059,6104.0,198134.0,0.0,0.0,250997.86251831055,120.13748168945312,7761255614,1.245881242399966,1.2734661742611586
2020-07-29,OWID_WRL,,World,7745283146,11515364,3944602,706187,0.06759706464411937,0.02253235427117676,0.0016627786529540877,0.051541321532565264,2.5417650566096116e-09,0.00021605915803690843,365068,6352.0,200608.0,0.0,0.0,259326.69273376465,126.30726623535156,7761449300,1.2597902205046267,1.2722056621028484
2020-07-30,OWID_WRL,,World,7745213110,11716181,4000953,712746,0.06809092766106231,0.0226969754943239,0.0016471075766198702,0.051517226020900524,2.5417650566096116e-09,0.00020663729700411853,365077,6559.0,203310.0,0.0,0.0,266088.1304168701,131.8695831298828,7761642991,1.2691342510477759,1.2702139293065835
2020-07-31,OWID_WRL,,World,7745137245,11919872,4060234,719336,0.06607275627905877,0.022024251485069358,0.0015905487220687282,0.05149629307079346,2.5417650566096116e-09,0.0001969819657576644,365086,6590.0,206118.0,0.0,0.0,271851.9232330322,137.07676696777344,7761836688,1.2342957846885123,1.266171938377886
2020-08-01,OWID_WRL,,World,7745065463,12126611,4112520,725794,0.06365996178775925,0.021219988526999335,0.001523883166525634,0.05152582844581911,2.5417650566096116e-09,0.00018587220082417143,365095,6458.0,209087.0,0.0,0.0,267693.67192077637,137.3280792236328,7762030389,1.191372086205215,1.261703344643499
2020-08-02,OWID_WRL,,World,7745000054,12336259,4155719,732061,0.061178212828216734,0.020392737385533197,0.0014526968738742922,0.051658208844245726,2.5417650566096116e-09,0.00017298598266329789,365105,6267.0,211901.0,0.0,0.0,261230.66188049316,136.33811950683594,7762224094,1.1451028118004059,1.2572031377683563
2020-08-03,OWID_WRL,,World,7744942087,12548804,4188815,738098,0.06123503861393406,0.020411679607890938,0.001470105507166108,0.05190680419163892,2.5417650566096116e-09,0.00016232622239194556,365114,6037.0,214677.0,0.0,0.0,253675.31506347656,134.6849365234375,7762417805,1.1403126341337062,1.2527166058161507
2020-08-04,OWID_WRL,,World,7744881781,12764191,4221292,744256,0.06227556291413891,0.02075852018350478,0.0015383915635307863,0.05218805048312223,2.5417650566096116e-09,0.00015104755815647275,365123,6158.0,217428.0,0.0,0.0,255924.7786102295,138.2213897705078,7762611521,1.151188470877446,1.249239725445675
2020-08-05,OWID_WRL,,World,7744815008,12982558,4256924,750750,0.06351484574250976,0.02117161349861826,0.0015762555309890428,0.05246370383873426,2.5417650566096116e-09,0.0001411894228555753,365132,6494.0,220301.0,0.0,0.0,262282.91218566895,144.0878143310547,7762805241,1.1660448153896632,1.244893504310279
2020-08-06,OWID_WRL,,World,7744740670,13204053,4296782,757460,0.06354531758071634,0.021181771410731014,0.0015555827593766683,0.05272247928798808,2.5417650566096116e-09,0.0001317777173450788,365141,6710.0,223334.0,0.0,0.0,269751.272857666,150.72714233398438,7762998966,1.1612221579863737,1.2397263883591558
2020-08-07,OWID_WRL,,World,7744663591,13428846,4336114,764144,0.06280507566899114,0.020935024516850993,0.0015214083393563914,0.052918581015167034,2.5417650566096116e-09,0.0001236144919543044,365150,6684.0,226537.0,0.0,0.0,272398.1955871582,154.80441284179688,7763192696,1.144743647941369,1.2344569969004617
2020-08-08,OWID_WRL,,World,7744587152,13656644,4371893,770741,0.060696127001326934,0.02023204265547535,0.0014572634783147711,0.0530815827377294,2.5417650566096116e-09,0.00011730553170924756,365159,6597.0,229461.0,0.0,0.0,271679.9736633301,157.02633666992188,7763386431,1.1061951646935457,1.2286457037042193
2020-08-09,OWID_WRL,,World,7744517621,13887111,4398325,777112,0.05859187517394863,0.019530624972975936,0.0014091728101038464,0.053334394343301145,2.5417650566096116e-09,0.0001115422750694883,365168,6371.0,232067.0,0.0,0.0,264714.40269470215,155.59730529785156,7763580170,1.0659646150222961,1.2225200578771018
2020-08-10,OWID_WRL,,World,7744455686,14120146,4414772,783310,0.059001058102885674,0.01966701864560546,0.0014236295781526204,0.05369133445623013,2.5417650566096116e-09,0.00010679775998106547,365177,6198.0,234582.0,0.0,0.0,257073.3426513672,153.6573486328125,7763773915,1.0660308587630438,1.2165650046137648
2020-08-11,OWID_WRL,,World,7744390961,14355669,4431438,789595,0.060139785753522516,0.020046593660698157,0.0014749162687145798,0.054073418154558406,2.5417650566096116e-09,0.00010602083334415042,365187,6285.0,237035.0,0.0,0.0,259828.0887298584,157.91127014160156,7763967664,1.0773996573811118,1.2114619598664396
2020-08-12,OWID_WRL,,World,7744320246,14593763,4451277,796131,0.06159352845886884,0.02053117620191103,0.001513722915918286,0.05439517693461899,2.5417650566096116e-09,0.00010710054154427661,365196,6536.0,239623.0,0.0,0.0,265833.7425842285,164.25741577148438,7764161418,1.095250876451034,1.2060504477781786
2020-08-13,OWID_WRL,,World,7744241934,14834321,4476052,802869,0.06204721649727846,0.020682404451553713,0.0014863544927538822,0.054596997532647074,2.5417650566096116e-09,0.00010927362134739057,365205,6738.0,242128.0,0.0,0.0,273469.2205505371,171.77944946289062,7764355177,1.099710858050261,1.2001898643277842
2020-08-14,OWID_WRL,,World,7744160140,15077074,4502204,809522,0.06085733274392976,0.020285776482023864,0.001448623829573249,0.05470431815173191,2.5417650566096116e-09,0.00011295294998963638,365214,6653.0,244379.0,0.0,0.0,277007.12826538086,176.87173461914062,7764548941,1.0786918785442525,1.192518711620963
2020-08-15,OWID_WRL,,World,7744082163,15321660,4522842,816044,0.05888786271150275,0.019629288999373905,0.0013960248887756857,0.05483123222080276,2.5417650566096116e-09,0.00011845974407118733,365223,6522.0,246290.0,0.0,0.0,273272.6555328369,177.34446716308594,7764742710,1.0444575638401667,1.1844102734472524
2020-08-16,OWID_WRL,,World,7744011942,15567840,4534342,822358,0.057179056326083486,0.01905968723150676,0.0013433040560240053,0.054966740488476606,2.5417650566096116e-09,0.00012557939300142251,365232,6314.0,247993.0,0.0,0.0,265631.8158721924,175.1841278076172,7764936483,1.0142994729954466,1.1759612363024858
2020-08-17,OWID_WRL,,World,7743948930,15815125,4537757,828449,0.05695402226056207,0.018984674055653267,0.0013709416348209038,0.055175717871186136,2.5417650566096116e-09,0.00013455473172811693,365241,6091.0,249238.0,0.0,0.0,258570.73114013672,173.26885986328125,7765130262,1.0064928007962974,1.1677279171730257
2020-08-18,OWID_WRL,,World,7743886929,16063369,4539076,834670,0.05834126939854349,0.019447092025829064,0.0014088770489853002,0.0553835185839585,2.5417650566096116e-09,0.00014548628751907374,365250,6221.0,250374.0,0.0,0.0,257738.54397583008,175.45602416992188,7765324045,1.0257035843525368,1.1607232889224417
2020-08-19,OWID_WRL,,World,7743818794,16312415,4545558,841065,0.05946421186697796,0.01982140556901915,0.0014403072186077045,0.05554125588101615,2.5417650566096116e-09,0.00015883607279240381,365259,6395.0,251390.0,0.0,0.0,264084.4006652832,182.59933471679688,7765517833,1.041398428420333,1.1537066213993188
2020-08-20,OWID_WRL,,World,7743745453,16562283,4556277,847612,0.05921245119465555,0.01973748395368648,0.001423750136350358,0.055603072420750535,2.5417650566096116e-09,0.00017515700409164746,365269,6547.0,252466.0,0.0,0.0,269542.7353515625,189.2646484375,7765711626,1.0365017535200236,1.1458999109079642
2020-08-21,OWID_WRL,,World,7743672937,16812723,4565664,854099,0.058729932807637386,0.01957664575766666,0.0013842455336178922,0.05568981861126881,2.5417650566096116e-09,0.00019396025025485709,365278,6487.0,253343.0,0.0,0.0,269025.203414917,191.7965850830078,7765905424,1.0276380769414253,1.1363433362423916
2020-08-22,OWID_WRL,,World,7743602435,17063721,4572650,860419,0.05622351251935429,0.018741169799367793,0.0013200223065399713,0.05578122095502608,2.5417650566096116e-09,0.00021572082037875123,365287,6320.0,254261.0,0.0,0.0,267373.4967803955,193.5032196044922,7766099226,0.9847067838334146,1.1263605525167133
2020-08-23,OWID_WRL,,World,7743543384,17315113,4568080,866455,0.05473691787719586,0.01824563877391182,0.0012666152957041034,0.05599595453669813,2.5417650566096116e-09,0.00024273591679838138,365296,6036.0,255068.0,0.0,0.0,256345.70643615723,188.29356384277344,7766293033,0.9566696672052221,1.1167964844488931
2020-08-24,OWID_WRL,,World,7743491901,17566707,4555996,872241,0.05476335131100925,0.018254451522331638,0.001286875581102354,0.056272876446774756,2.5417650566096116e-09,0.00027478115004352365,365305,5786.0,255794.0,0.0,0.0,249310.17491149902,185.82508850097656,7766486846,0.9521748714681075,1.106826025944412
2020-08-25,OWID_WRL,,World,7743441597,17818256,4542705,878104,0.05696019265383035,0.018986730056573194,0.0013491961287382737,0.05656233455617303,2.5417650566096116e-09,0.00031288133487067507,365314,5863.0,256379.0,0.0,0.0,248762.8874053955,188.1125946044922,7766680663,0.9835481373547623,1.097368415445647
2020-08-26,OWID_WRL,,World,7743382826,18069618,4537807,884233,0.058710340877432036,0.019570112811807535,0.0013940654593727763,0.056735555302374036,2.5417650566096116e-09,0.0003565653660196939,365323,6129.0,256946.0,0.0,0.0,257979.12338256836,197.87661743164062,7766874485,1.009417252128573,1.0888569192039612
2020-08-27,OWID_WRL,,World,7743317287,18320621,4539843,890559,0.05950109596174733,0.019833697987386212,0.0013667873536595868,0.056790730428343004,2.5417650566096116e-09,0.00040795559490545345,365332,6326.0,257455.0,0.0,0.0,265610.3944244385,206.60557556152344,7767068311,1.0223193888301623,1.0803194113529644
2020-08-28,OWID_WRL,,World,7743249087,18570962,4545329,896764,0.05890274120229069,0.019634246628547933,0.0013455571642888777,0.056775428137325154,2.5417650566096116e-09,0.00046718095236766464,365342,6205.0,257821.0,0.0,0.0,269299.6131591797,212.3868408203125,7767262143,1.0128660277898407,1.0730760258635454
2020-08-29,OWID_WRL,,World,7743184482,18820348,4548268,902880,0.05750387265629952,0.019167955889448026,0.0012941189921086445,0.05674071976409482,2.5417650566096116e-09,0.0005350591639560103,365351,6116.0,258063.0,0.0,0.0,266904.6237792969,213.376220703125,7767455979,0.9905941186124079,1.064985036956431
2020-08-30,OWID_WRL,,World,7743127454,19068352,4545247,908766,0.05761721436936256,0.019205736910719206,0.00123953659724103,0.056783272724232586,2.5417650566096116e-09,0.0006126905740323976,365360,5886.0,258072.0,0.0,0.0,260725.76264953613,211.2373504638672,7767649820,0.9927132003807512,1.0572763545263542
2020-08-31,OWID_WRL,,World,7743071714,19314760,4542791,914400,0.05775551852484049,0.019251839575154073,0.0012664020862945269,0.05676466295719966,2.5417650566096116e-09,0.0006987919864052003,365369,5634.0,258094.0,0.0,0.0,261057.70501708984,214.29498291015625,7767843666,0.9949224294651031,1.0504405619495727
2020-09-01,OWID_WRL,,World,7743017313,19559130,4540920,920153,0.05947345242507343,0.019824483136430156,0.0013257225408067088,0.056771094844216594,2.5417650566096116e-09,0.0007910883344289845,365378,5753.0,257870.0,0.0,0.0,261534.53776550293,217.4622344970703,7768037517,1.0230905996660722,1.046227426836241
2020-09-02,OWID_WRL,,World,7742957230,19801441,4546528,926173,0.060668063986402156,0.020222688587260493,0.0013638979018714941,0.05666763737075852,2.5417650566096116e-09,0.0008907432394119184,365387,6020.0,257793.0,0.0,0.0,269194.3352661133,226.66473388671875,7768231373,1.0446568229697348,1.0430865944995977
2020-09-03,OWID_WRL,,World,7742893571,20041436,4557852,932374,0.061352711268121356,0.02045090296157354,0.001338349731408567,0.05646519456972276,2.5417650566096116e-09,0.0009972338991633101,365396,6201.0,257641.0,0.0,0.0,274931.6346435547,234.3653564453125,7768425234,1.0605297120495678,1.0400276749656718
2020-09-04,OWID_WRL,,World,7742828470,20278804,4573350,938474,0.060896115156150406,0.02029870437597525,0.0012863655744694807,0.05622202542993648,2.5417650566096116e-09,0.001112935428285938,365405,6100.0,257360.0,0.0,0.0,278717.52575683594,240.4742431640625,7768619099,1.0581015282560864,1.0372131692651556
2020-09-05,OWID_WRL,,World,7742767094,20513356,4588161,944357,0.05987239669307483,0.019957465405467296,0.0012266352466707249,0.0559760217655832,2.5417650566096116e-09,0.0012367551739120638,365414,5883.0,257123.0,0.0,0.0,277574.6732940674,242.3267059326172,7768812969,1.0459850133601032,1.0344117032908493
2020-09-06,OWID_WRL,,World,7742712313,20744814,4599731,949985,0.057970378506755876,0.019323459192816864,0.0012220279838103577,0.05582956916393589,2.5417650566096116e-09,0.0013650640446348447,365424,5628.0,256827.0,0.0,0.0,273783.2168121338,241.78318786621094,7769006844,1.015625823776135,1.0307761604182457
2020-09-07,OWID_WRL,,World,7742668524,20973301,4603292,955606,0.057484854603998915,0.019161619137268472,0.0012004452465757115,0.055780298099707776,2.5417650566096116e-09,0.0014951866187085142,365433,5621.0,256801.0,0.0,0.0,265745.66523742676,237.3347625732422,7769200724,1.008413966482281,1.0275260569217817
2020-09-08,OWID_WRL,,World,7742629815,21198714,4604947,961132,0.05921639820242269,0.019738798933384746,0.0012569091457512974,0.05578153233902584,2.5417650566096116e-09,0.0016223153238538821,365442,5526.0,256773.0,0.0,0.0,263715.8825683594,238.117431640625,7769394609,1.0376065107713,1.0272510197480973
2020-09-09,OWID_WRL,,World,7742586109,21421184,4614285,966920,0.060259131745844276,0.020086376516619243,0.001283405771425042,0.05570093741500579,2.5417650566096116e-09,0.001748409344114584,365451,5788.0,256871.0,0.0,0.0,271748.99084472656,248.0091552734375,7769588499,1.056807967207026,1.027578587720589
2020-09-10,OWID_WRL,,World,7742540121,21640744,4628685,972842,0.061233724214944794,0.020411238248358676,0.0012701231559287358,0.05560845034820905,2.5417650566096116e-09,0.0018688358927121836,365460,5922.0,257020.0,0.0,0.0,277086.46435546875,255.53564453125,7769782393,1.0758328761410196,1.027976971444245
2020-09-11,OWID_WRL,,World,7742491770,21857687,4648113,978721,0.06118856151805954,0.020396188193314662,0.0012288857865546728,0.05546358274852612,2.5417650566096116e-09,0.001986943920250145,365469,5879.0,257394.0,0.0,0.0,282437.85791015625,263.14208984375,7769976292,1.0785750090726718,1.0277512696690414
2020-09-12,OWID_WRL,,World,7742445436,22072055,4668272,984433,0.05980302492137491,0.019934341933565296,0.001191661497016455,0.05539308763499642,2.5417650566096116e-09,0.0021009824120676013,365478,5712.0,257801.0,0.0,0.0,283405.3078613281,266.692138671875,7770170197,1.0562561755853632,1.02672658016029
2020-09-13,OWID_WRL,,World,7742407270,22284274,4682564,989996,0.058564174938200694,0.01952139128599487,0.001149797418679168,0.055427325713006806,2.5417650566096116e-09,0.002208552926261907,365487,5563.0,258590.0,0.0,0.0,278180.65548706055,264.3445129394531,7770364105,1.0345983773062932,1.025138550619648
2020-09-14,OWID_WRL,,World,7742376892,22494602,4691144,995380,0.058667042053414914,0.019555680853734974,0.0011832934567772807,0.05551844070444224,2.5417650566096116e-09,0.002303130237413636,365497,5384.0,259542.0,0.0,0.0,273243.8489379883,262.15106201171875,7770558019,1.034145151883153,1.0250318229082909
2020-09-15,OWID_WRL,,World,7742348139,22703236,4699631,1000931,0.06034397465658646,0.020114658019114717,0.0012194574425098482,0.05559925875031465,2.5417650566096116e-09,0.002390584274872329,365506,5551.0,260445.0,0.0,0.0,274217.43072509766,265.56927490234375,7770751938,1.061431689457998,1.0273930090806784
2020-09-16,OWID_WRL,,World,7742313513,22910247,4715438,1006662,0.06217048442317999,0.020723493954628292,0.001211764421459894,0.05556514580405892,2.5417650566096116e-09,0.0024650540866115456,365515,5731.0,261296.0,0.0,0.0,282557.8143310547,276.1856689453125,7770945861,1.0942641368639645,1.030636674134991
2020-09-17,OWID_WRL,,World,7742271560,23115774,4740079,1012376,0.06333556263162503,0.021111852869216238,0.0012276166705238456,0.055450974551268024,2.5417650566096116e-09,0.0025310853842964217,365524,5714.0,262014.0,0.0,0.0,292080.90155029297,288.09844970703125,7771139790,1.1166397444199438,1.032961079055353
2020-09-18,OWID_WRL,,World,7742224612,23320099,4770816,1018195,0.06316284399641064,0.021054282592233027,0.0011899431879158619,0.05530102187969521,2.5417650566096116e-09,0.0025870816048990265,365533,5819.0,262842.0,0.0,0.0,299100.32958984375,297.67041015625,7771333723,1.1172978194833452,1.0346040182323617
2020-09-19,OWID_WRL,,World,7742178374,23523595,4801819,1023872,0.06164522656879371,0.02054840840565428,0.0011397764055663072,0.055179714187477705,2.5417650566096116e-09,0.002638244641700613,365542,5677.0,263831.0,0.0,0.0,300209.5828552246,301.4171447753906,7771527661,1.0938491671344495,1.0367086429419605
2020-09-20,OWID_WRL,,World,7742139185,23726500,4826573,1029345,0.059655572925892304,0.01988519031848189,0.0010873139181775558,0.05505894140625243,2.5417650566096116e-09,0.00268265437783427,365551,5473.0,264963.0,0.0,0.0,294891.33709716797,298.66290283203125,7771721604,1.0619058686237142,1.0377626975336067
2020-09-21,OWID_WRL,,World,7742109648,23928601,4842708,1034593,0.05932796044619756,0.019775987025009035,0.0011159045724004008,0.055024791913945666,2.5417650566096116e-09,0.002717124888115367,365560,5248.0,265746.0,0.0,0.0,286835.98822021484,293.01177978515625,7771915551,1.0561971440950741,1.0395784036729072
2020-09-22,OWID_WRL,,World,7742082118,24130052,4857336,1039997,0.06067577918836569,0.0202252623204788,0.0011749238677332596,0.05501595936538053,2.5417650566096116e-09,0.002745746242706146,365570,5404.0,266469.0,0.0,0.0,286206.1401062012,294.8598937988281,7772109504,1.0791633196726618,1.04260516516493
2020-09-23,OWID_WRL,,World,7742048452,24331017,4878287,1045704,0.06199485041648206,0.020664951432726585,0.0012008313574006614,0.054961505954856694,2.5417650566096116e-09,0.002765112418352269,365579,5707.0,267231.0,0.0,0.0,293583.99169921875,305.00830078125,7772303461,1.1031160109566762,1.0468583906289926
2020-09-24,OWID_WRL,,World,7742008135,24531847,4905878,1051562,0.06299364530405518,0.020997881933274884,0.0011785861776424118,0.05486989281021664,2.5417650566096116e-09,0.0027829538818178773,365588,5858.0,268118.0,0.0,0.0,301251.41796875,315.58203125,7772497423,1.1231073606883097,1.0515421824281193
2020-09-25,OWID_WRL,,World,7741962231,24732751,4939063,1057344,0.062012170173084906,0.02067072250996552,0.001158114403480984,0.05475330037296548,2.5417650566096116e-09,0.0027935023313747616,365597,5782.0,269185.0,0.0,0.0,307826.8663635254,325.1336364746094,7772691390,1.1083620966844485,1.0555735101961037
2020-09-26,OWID_WRL,,World,7741919897,24934091,4968309,1063064,0.06004406070788329,0.020014686127157108,0.0011160738995903837,0.05466970754033213,2.5417650566096116e-09,0.0028027891459162955,365606,5720.0,270430.0,0.0,0.0,305071.1362609863,324.8637390136719,7772885362,1.075693999152841,1.0575563058115198
2020-09-27,OWID_WRL,,World,7741886305,25135828,4988596,1068609,0.057966758223105694,0.019322252436329845,0.0010618218031686671,0.05468913497906024,2.5417650566096116e-09,0.002811365511990617,365615,5545.0,271616.0,0.0,0.0,297129.0161743164,318.98382568359375,7773079339,1.0392264680199719,1.0584550272985245
2020-09-28,OWID_WRL,,World,7741862622,25337991,4998801,1073906,0.05755399331672768,0.019184666498946408,0.001082259525834295,0.054842151147845256,2.5417650566096116e-09,0.0028220469078281915,365624,5297.0,272822.0,0.0,0.0,288012.30044555664,311.6995544433594,7773273321,1.0286559408091238,1.060117746306176
2020-09-29,OWID_WRL,,World,7741841263,25540630,5006097,1079316,0.05932005383509269,0.01977335229196541,0.001146601833723957,0.05502490263372843,2.5417650566096116e-09,0.0028245974695567514,365633,5410.0,274145.0,0.0,0.0,286538.40045166016,312.59954833984375,7773467307,1.055485390522101,1.062564651075319
2020-09-30,OWID_WRL,,World,7741811330,25743935,5020976,1085056,0.06075354131341475,0.020251179952906435,0.0012035508634177896,0.055166764390030945,2.5417650566096116e-09,0.0028250536616481543,365643,5740.0,275460.0,0.0,0.0,295753.7656555176,325.2343444824219,7773661298,1.0771202679674563,1.0658060626550054
2020-10-01,OWID_WRL,,World,7741773936,25948187,5042071,1091099,0.061784530576581786,0.020594842865469355,0.0011852272607823253,0.05526935261324166,2.5417650566096116e-09,0.0028215073080563226,365652,6043.0,276991.0,0.0,0.0,303792.2653503418,336.7346496582031,7773855294,1.0937173951351296,1.068441066763605
2020-10-02,OWID_WRL,,World,7741730577,26153636,5068006,1097075,0.061063959231179674,0.020354653129901874,0.0011294382840115027,0.0552945280648839,2.5417650566096116e-09,0.0028135666832634176,365661,5976.0,278672.0,0.0,0.0,310236.3924560547,346.6075439453125,7774049295,1.0815813530594778,1.0694339217305382
2020-10-03,OWID_WRL,,World,7741689636,26360283,5090582,1102799,0.059157606271603325,0.01971920235829076,0.0010810158838419654,0.0553388590931253,2.5417650566096116e-09,0.002800804427055734,365670,5724.0,280233.0,0.0,0.0,308185.95513916016,347.04486083984375,7774243301,1.0479822820938725,1.0682854832203965
2020-10-04,OWID_WRL,,World,7741657244,26568167,5103598,1108302,0.05849965939225023,0.01949988672793128,0.0010302535583719564,0.05544206263894609,2.5417650566096116e-09,0.0027871700083238913,365679,5503.0,281707.0,0.0,0.0,299885.6319885254,340.3680114746094,7774437312,1.0353982276113638,1.0668694473793965
2020-10-05,OWID_WRL,,World,7741627669,26777071,5113026,1113560,0.059244591759134956,0.01974819594876612,0.0010402841683183305,0.05556122734365129,2.5417650566096116e-09,0.0027737162698572107,365688,5258.0,282954.0,0.0,0.0,297299.9042663574,340.0957336425781,7774631327,1.0461603329172033,1.0666889340281467
2020-10-06,OWID_WRL,,World,7741593987,26986878,5125602,1118879,0.06096573310508841,0.02032191087567001,0.0010882624128834037,0.05564673183754806,2.5417650566096116e-09,0.0027578958691762356,365697,5319.0,284086.0,0.0,0.0,301633.2327270508,347.76727294921875,7774825347,1.0739411905473284,1.0687374368507994
2020-10-07,OWID_WRL,,World,7741550941,27197660,5146313,1124457,0.06257269668271699,0.02085756440193405,0.0011417883055305808,0.05562953516430112,2.5417650566096116e-09,0.0027399783207084794,365706,5578.0,285223.0,0.0,0.0,311150.44744873047,361.55255126953125,7775019372,1.1014613591741234,1.071877319355157
2020-10-08,OWID_WRL,,World,7741498498,27409412,5175158,1130333,0.0639422123331332,0.0213140697903788,0.00113890242578101,0.055525840950170026,2.5417650566096116e-09,0.002719941551201419,365716,5876.0,286287.0,0.0,0.0,320632.51736450195,375.4826354980469,7775213402,1.1276036734357295,1.0749369704441394
2020-10-09,OWID_WRL,,World,7741437233,27622202,5211774,1136227,0.06434469512439372,0.021448233252020492,0.0010892644232079135,0.05529844540457817,2.5417650566096116e-09,0.002705540984125421,365725,5894.0,287355.0,0.0,0.0,329476.15420532227,388.8457946777344,7775407437,1.1402330294826177,1.0775374768840158
2020-10-10,OWID_WRL,,World,7741371733,27835663,5252176,1141904,0.06325608704359272,0.02108536255923443,0.001024146944047572,0.054996824173447346,2.5417650566096116e-09,0.0026911159834202185,365734,5677.0,288203.0,0.0,0.0,333884.8887023926,397.1112976074219,7775601477,1.1283116650911393,1.0797052782402718
2020-10-11,OWID_WRL,,World,7741309519,28049608,5289110,1147283,0.061747010042747505,0.020582335573353462,0.0009767238722582815,0.05475892919602731,2.5417650566096116e-09,0.0026774348691866877,365743,5379.0,288853.0,0.0,0.0,330769.55044555664,396.4495544433594,7775795521,1.1070920116896603,1.0807756274455382
2020-10-12,OWID_WRL,,World,7741253135,28264137,5319849,1152449,0.06198644784744214,0.020662149399633453,0.000985930239749286,0.05461921945528905,2.5417650566096116e-09,0.0026626321262587997,365752,5166.0,289626.0,0.0,0.0,325138.3015136719,392.698486328125,7775989571,1.1139695464123507,1.0831081886600795
2020-10-13,OWID_WRL,,World,7741193768,28479439,5352723,1157694,0.0634909194517272,0.02116364052599671,0.0010325585687882598,0.054483484387292225,2.5417650566096116e-09,0.00264998193145058,365761,5245.0,290566.0,0.0,0.0,328285.4649658203,399.5350341796875,7776183625,1.1427450265246923,1.087360046927719
2020-10-14,OWID_WRL,,World,7741124577,28695589,5394296,1163221,0.06484488032427453,0.021614959966160318,0.0010752098142185747,0.05427807446977326,2.5417650566096116e-09,0.0026363633693916233,365770,5527.0,291635.0,0.0,0.0,338320.1127624512,414.8872375488281,7776377684,1.1704525473189402,1.0914815202330828
2020-10-15,OWID_WRL,,World,7741045672,28912713,5444341,1169021,0.06664293520255883,0.022214312328763718,0.001074693888571638,0.05401186296009012,2.5417650566096116e-09,0.0026243818090558126,365779,5800.0,292792.0,0.0,0.0,348206.74392700195,430.2560729980469,7776571748,1.2085987301746313,1.0951156776540287
2020-10-16,OWID_WRL,,World,7740954018,29130875,5506050,1174872,0.0664913638192932,0.02216378817909597,0.0010573823339780786,0.05368730759800583,2.5417650566096116e-09,0.0026153007452128234,365789,5851.0,294059.0,0.0,0.0,361169.3455810547,449.6544189453125,7776765816,1.2133585573209142,1.0977092283173029
2020-10-17,OWID_WRL,,World,7740859410,29350286,5569499,1180694,0.06501218299572424,0.021670727147221666,0.0009934466277846535,0.05337930754633406,2.5417650566096116e-09,0.002608526463001052,365798,5822.0,295605.0,0.0,0.0,364418.8711242676,457.1288757324219,7776959890,1.19453904619774,1.0998293727649706
2020-10-18,OWID_WRL,,World,7740769187,29571023,5627530,1186227,0.06471475545117278,0.02157158498182398,0.0009489065362601355,0.05318407898314181,2.5417650566096116e-09,0.002602446276848206,365807,5533.0,297296.0,0.0,0.0,360404.49609375,455.50390625,7777153968,1.1943378162487708,1.1020345074450644
2020-10-19,OWID_WRL,,World,7740677292,29793355,5685837,1191567,0.06489362738887951,0.02163120992237802,0.000972240322752833,0.053053402691635373,2.5417650566096116e-09,0.002598767372943309,365816,5340.0,299295.0,0.0,0.0,362480.42153930664,461.5784606933594,7777348052,1.1999975621556098,1.1056666387496108
2020-10-20,OWID_WRL,,World,7740581110,30017572,5746362,1197095,0.0664848618747082,0.022161620821095976,0.0010225600127524161,0.0529160884747602,2.5417650566096116e-09,0.002594913332940962,365825,5528.0,301653.0,0.0,0.0,367234.84576416016,471.15423583984375,7777542140,1.2312948715610708,1.1110428251467808
2020-10-21,OWID_WRL,,World,7740472394,30243734,5817133,1202971,0.0683469888010647,0.022782330610225957,0.001037452642048927,0.05271290857540992,2.5417650566096116e-09,0.0025923385887500878,365834,5876.0,304075.0,0.0,0.0,380230.4952697754,491.5047302246094,7777736233,1.2700739549605873,1.118074973609311
2020-10-22,OWID_WRL,,World,7740348723,30471946,5900654,1209006,0.07005384199025282,0.023351278486364056,0.0010608993511566683,0.05245910029634003,2.5417650566096116e-09,0.002593401756307099,365843,6035.0,306638.0,0.0,0.0,395678.6653442383,515.3346557617188,7777930330,1.307256336743991,1.1242781632106071
2020-10-23,OWID_WRL,,World,7740209970,30702439,5996757,1215266,0.07073934140432803,0.023579781752305375,0.0010378943152107047,0.05216803015363137,2.5417650566096116e-09,0.0025946798404675145,365852,6260.0,309543.0,0.0,0.0,411366.1824951172,539.8175048828125,7778124433,1.3277612007346737,1.129682497846056
2020-10-24,OWID_WRL,,World,7740061063,30935596,6100391,1221490,0.06871988191579549,0.02290662676621348,0.0009882973075004537,0.05187077352910658,2.5417650566096116e-09,0.0025970405678790273,365862,6224.0,312839.0,0.0,0.0,422138.84576416016,558.1542358398438,7778318541,1.298424942304815,1.1357191282232963
2020-10-25,OWID_WRL,,World,7739917801,31171690,6195642,1227519,0.06934630167475082,0.02311543267940013,0.0009642261447643359,0.05168068135634693,2.5417650566096116e-09,0.0026010139132677714,365871,6029.0,316432.0,0.0,0.0,417156.2344970703,555.7655029296875,7778512653,1.3155272942617062,1.1429009196416084
