date,S0,V0,I0,D0,beta,beta_v,gamma,theta,alpha,alpha0,pi,death_avg,recovery_case,new_full_vaccinated,new_boost_req,daily_case_non_vaccinated,daily_case_vaccinated,current_pol_N,daily_R0,avg_R0
2020-03-15,96601361,0,3,0,0.3333333436851544,0.0794077908922126,0.015569076015378089,0.04583533666225466,4.212035863679756e-06,0.0025773718076306787,4033,0.0,0.0,0.0,0.0,1.0,0.0,96601364,5.329120022072736,11.059739966993105
2020-03-16,96603618,0,4,0,0.25000001035157915,0.0794077908922126,0.015569076015378089,0.04583533666225466,4.212035863679756e-06,0.0025773718076306787,4033,0.0,0.0,0.0,0.0,1.0,0.0,96603622,4.002387059708448,11.059739966993105
2020-03-17,96605875,0,5,0,0.20000001035133733,0.0794077908922126,0.015569076015378089,0.04583533666225466,4.212035863679756e-06,0.0025773718076306787,4033,0.0,0.0,0.0,0.0,1.0,0.0,96605880,3.2063472822883345,11.059739966993105
2020-03-18,96608133,0,6,0,0.16666667701776205,0.0794077908922126,0.015569076015378089,0.04583533666225466,4.212035863679756e-06,0.0025773718076306787,4033,0.0,0.0,0.0,0.0,1.0,0.0,96608139,2.675654097340307,10.925950661767208
2020-03-19,96610391,0,7,0,0.14285715320799633,0.0794077908922126,0.015569076015378089,0.04583533666225466,4.212035863679756e-06,0.0025773718076306787,4033,0.0,0.0,0.0,0.0,1.0,0.0,96610398,2.2965875366620447,10.676793272857626
2020-03-20,96612648,0,8,0,0.12500001035061165,0.0794077908922126,0.015569076015378089,0.04583533666225466,4.212035863679756e-06,0.0025773718076306787,4034,0.0,0.0,0.0,0.0,1.0,0.0,96612656,2.0122876161523866,10.36995184210612
2020-03-21,96614906,0,9,0,0.11111112146148086,0.0794077908922126,0.015569076015378089,0.04583533666225466,4.212035863679756e-06,0.0025773718076306787,4034,0.0,0.0,0.0,0.0,1.0,0.0,96614915,1.7911654557551286,10.02849998624939
2020-03-22,96617164,0,10,0,0.10000001035012786,0.0794077908922126,0.015569076015378089,0.04583533666225466,4.212035863679756e-06,0.0025773718076306787,4034,0.0,0.0,0.0,0.0,1.0,0.0,96617174,1.6142677274365527,9.663974513655791
2020-03-23,96619421,0,11,0,0.18181820251795397,0.0794077908922126,0.015569076015378089,0.04583533666225466,4.212035863679756e-06,0.0025773718076306787,4034,0.0,0.0,0.0,0.0,1.0,0.0,96619432,2.916878437074099,9.309937055833226
2020-03-24,96621678,0,13,0,0.15384617454544247,0.0794077908922126,0.015569076015378089,0.04583533666225466,4.212035863679756e-06,0.0025773718076306787,4034,0.0,0.0,0.0,0.0,2.0,0.0,96621691,2.471541498651708,8.93653712242708
2020-03-25,96623935,0,15,0,0.2666667080642769,0.0794077908922126,0.015569076015378089,0.04583533666225466,4.212035863679756e-06,0.0025773718076306787,4034,0.0,0.0,0.0,0.0,2.0,0.0,96623950,4.267734146458048,8.64123252153425
2020-03-26,96626190,0,19,0,0.2105263571861178,0.0794077908922126,0.015569076015378089,0.05263157894736842,4.212035863679756e-06,0.0025773718076306787,4034,0.0,0.0,0.0,0.0,4.0,0.0,96626209,3.0440359051599053,8.30706709245262
2020-03-27,96628445,1,22,0,0.22727278058534284,0.07575758653418709,0.015569076015378089,0.045454545454545456,4.212035863679756e-06,0.0025773718076306787,4034,0.0,1.0,0.0,0.0,4.0,0.0,96628468,3.6651831557750962,7.984493680027719
2020-03-28,96630699,1,26,0,0.2692308453864255,0.0897436164326631,0.015569076015378089,0.038461538461538464,4.212035863679756e-06,0.0025773718076306787,4034,0.0,1.0,0.0,0.0,4.9999999827518025,1.724819753690099e-08,96630727,4.871481184267663,7.6909639967898356
2020-03-29,96632951,2,32,0,0.250000087961713,0.08333336350148278,0.015569076015378089,0.03125,4.212035863679756e-06,0.0025773718076306787,4034,0.0,1.0,0.0,0.0,6.999999951706169,4.8293831156343003e-08,96632986,5.210071112069404,7.384122619760724
